business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count
7RaoxmyA1C2pXfce9Kz-DA,L & M Bakery,11 St Mihiel Dr,Delran,NJ,08075,40.0342934,-74.970239,4.5,137
TlvK0vNWea6eb9G-uzLTRA,Holiday Inn Hotel & Suites Tucson Airport-North,4550 South Palo Verde Rd,Tucson,AZ,85714,32.169961,-110.9192187,2.5,44
1fGaY2WlGv2l4as6UkMFrg,The Trestle Inn,339 N 11th St,Philadelphia,PA,19107,39.9588257,-75.1566756,4,203
gjCxTVItFxk46rCZ-YaiFA,South Coast Deli- Chapala,1436 Chapala St,Santa Barbara,CA,93101,34.425067369,-119.7091551212,4.5,340
fp_qDmPIrB2LQezynteJXA,Supreme Pizza,1303 Chester Pike,Sharon Hill,PA,19079,39.9071452,-75.2758645,2.5,20
EC20rN7JtmAPIxcw3MTzcQ,Orleans Grapevine Wine Bar & Bistro,720 Orleans Ave,New Orleans,LA,70116,29.9586121,-90.0649145,4,457
tsqyVhSaI72JTNpy4u7QGg,Champagne Cafe,21 E Chelten Ave,Philadelphia,PA,19144,40.036477,-75.1744883,2.5,23
Df-DdXqssj7ZeD8ypAF7Og,Crux Cafe,34 W Merchant St,Audubon,NJ,08106,39.8944686,-75.0710011,4.5,38
cQM0zA4pEFkIHr3uV4H-Og,Winslow Family Diner & Restaurant,491 Williamstown Rd,Sicklerville,NJ,08081,39.720716,-74.967066,3.5,42
OtIjTZZmMZwOyITdGx6UMA,Eagle River Coffee,228 E Plaza Dr,Eagle,ID,83616,43.693167,-116.351768,4,28
cpdheqMYw_dQ5hDci3ANgw,Taco Bell,6660 Manchester Road,Saint Louis,MO,63139,38.619283,-90.299832,2,21
tfhmTE3ORFmHuo7phIY-KA,Spread Peace Cafe,50 N Sierra St,Reno,NV,89501,39.5251999,-119.8140419,2.5,23
wHzYlWU7eVhSLXwwZwchJw,Boodles BBQ,10024 Gravois Rd.,Saint Louis,MO,63123,38.550494,-90.334458,3.5,29
oJOZwFnkyRWDD0f-jiRssA,Angelina's Italian Restaurant,111 E Brandon Blvd,Brandon,FL,33511,27.937384,-82.285303,1.5,7
dgugflHeynz7aDyDMYoHjQ,Pepperoncini Italian Market,101 W Eagle Rd,Havertown,PA,19083,39.9859276,-75.3138877,2,9
qI7j_4UGb3w6f9j5c7lC6Q,Mister Softee,901 E Clements Bridge Rd,Runnemede,NJ,08078,39.858601,-75.063208,4,136
XmpbEmS7PRdg5sIbGpjt7g,The Boathouse at Forest Park,6101 Government Dr,Saint Louis,MO,63110,38.6400702927,-90.2848707288,3,403
BAAo5SORNeRxBi6BAmZIhg,Wang Gang Asian Eats,2009 Zumbehl Rd.,St Charles,MO,63303,38.7820228,-90.5339956,2.5,5
wsdLoJ81iBpd4Rq56giINg,Hong Kong Chinese Restaurant,321 S Madison St,Lebanon,IL,62254,38.60133,-89.80789,5,9
eubQohkn22b4IytlVNz20g,Wishbone,210 S 13th St,Philadelphia,PA,19107,39.9484184,-75.1623776,3.5,191
uTSIeChK5LN885QFwzF_Fg,Sushi Hatsu,51 E Butler Ave,Ambler,PA,19002,40.1543365,-75.2226748,4.5,90
Ai8MnqWUCTT03knlsrDSOQ,McDonald's,10305 80th Ave.,Edmonton,AB,T6E 1T8,53.5155195,-113.4950977,1.5,11
4gz6JurOLglDSf5pH4z1kw,Waffle House,3154 Telegraph Rd,Saint Louis,MO,63125,38.4983047,-90.2996335,3.5,16
Ea9y3T9wBI6n2zVft-dxlQ,Papa Murphy's,10370 North La Canada Drive,Oro Valley,AZ,85737,32.394132,-110.9951459,4,12
XS1wPZeULZtbiP1OsuHFwQ,McDonald's,8860 St Charles Rock Rd,Saint Louis,MO,63114,38.7101659953,-90.3501449601,1.5,15
Qkiz7nFYML7sJBFPO7pNaw,The Munch Factory,6514 Congress Dr,New Orleans,LA,70126,30.0273794,-90.0387422,4.5,21
DgF4_72z6UkiGxtPnSJCfg,Rabbit Hole Cafe,800 N 2nd St,Philadelphia,PA,19123,39.9631059,-75.1411268,4.5,40
2gVxo1YubGEhfwNhNd6DAQ,Lucky Garden Chinese Seafood Restaurant,8236 Louisiana Hwy 23,Belle Chasse,LA,70037,29.857071,-89.98681,4,69
em1ozsVVj63E4SG8AGvrog,Habaneros Taco Grill,"2870 Northtowne Ln, Ste 101",Reno,NV,89512,39.5556082,-119.7818239,3,92
jsAqWUT1tbAI6WXxUg8ZSA,YWCA Corazon Cafe & Catering,525 N Bonita Ave,Tucson,AZ,85745,32.2277162,-110.987128,5,5
uqdV-d4Jo7xYmRRze73iPg,Mythos Greek Taverna,5524 Calgary Trail,Edmonton,AB,T6H 4K1,53.4924394999,-113.4981340332,4,31
BTOfPZALoWopKRym7G2XCA,Pizza Hut,1700 Veterans Metairie Blvd,Metairie,LA,70005,30.001442,-90.141573,3,14
EUpaSsIsfz5ohMGormoREg,Auntie Anne's,3000 Market St,Philadelphia,PA,19104,39.9546024,-75.1838311,2,5
u0Cv6d9FoxvKoYi8NM1D1g,Fat Louie's,132 E Red Bank Ave,Woodbury,NJ,08096,39.8439326,-75.1451663,4,98
1v7vl3gmrIE4WNiJhEDs9A,Spiro's Pasadena Produce & Deli,"6801 Gulfport Blvd S, Ste 1",South Pasadena,FL,33707,27.7585077,-82.7329939,4,34
Qi3hCb03SwNwPj_geMRQXA,McDonald's,10410 N Dale Mabry,Tampa,FL,33618,28.0450512522,-82.5053305831,2.5,35
sSEKLTDGKdvOqevbfoBbiw,Cavanaugh's Restaurant,703 N Market St,Wilmington,DE,19801,39.7428926,-75.5499367,4,24
GG-DeOjnmu4V_opx-MIfvA,The Melting Pot - New Orleans,"1820 Saint Charles Ave, Ste 120",New Orleans,LA,70130,29.9357316619,-90.0779790616,3.5,128
9DgtVYHBvzHzRuiOJdB6Tg,Lennys Grill & Subs,"102 Lumber Dr, Ste 100",Franklin,TN,37064,35.8993976911,-86.8757196436,3,21
3Vax2SswY9_5KSZoCJLyIA,Taco Bell,7329 W Waters Ave,Tampa,FL,33634,28.025578,-82.561893,2,33
gJmJnJZTRHNG8CVANvb8Yg,Pop's Dinette and Ice creamery,60 N Main St,spring city,PA,19475,40.1789266,-75.5469802,4,6
AXCHYQEXbPV_hvNXdrLWcw,Shah’s Halal,E Cass St & N Tampa St,Tampa,FL,33602,27.9511156,-82.4604304,3,13
IdY-1A1fsS76g_vH_5pwfw,Kadooks!,,Tucson,AZ,85757,32.089181,-111.1175767,5,21
oEGjLHfQHci0GgSDS361Hg,Brooklyn's Beer & Burgers,3790 E Irvington Rd,Tucson,AZ,85714,32.162738,-110.9115922,3.5,170
1ohoSG3Ry5EqjSRPzbzDww,China Ruby,2604 Campagna Dr,Chalmette,LA,70043,29.9380050536,-89.9493138189,2.5,10
kyry1DCN_kIBvkoywG_FCw,Casa 21,8401-8439 Camden St,Tampa,FL,33614,28.0262109583,-82.5149431072,2.5,15
iI9Ol4rFhhEne130nCmAHQ,Golden Bowl,3447 Lithia Pinecrest Rd,Valrico,FL,33594,27.892684,-82.241907,3.5,47
Hj_-qd7KyQPRqTWzWgsFag,World Of Beer,"300 Julia St, Ste 360",New Orleans,LA,70130,29.944423,-90.0660621,3,143
6T-hXleL9aMLf-sezBjs9Q,Panda Express,4704 Kirkwood Hwy,Wilmington,DE,19808,39.7222833,-75.6601976,2.5,18
5Gb4Mw--B1V-SAhJoF48hA,El Rey Del Taco,7853 Michigan Rd,Indianapolis,IN,46268,39.8968515536,-86.2154500186,4.5,9
pWDE_rueENu_f5HKA_AsWw,Dune Coffee Roasters - Storke,250 A Storke Rd,Goleta,CA,93117,34.4295404,-119.8692712,4,159
C3fhceUzSU-gjohPemTQTg,Philly Pinoy Filipino Grocery & Buffet,1160 E DeKalb St,King of Prussia,PA,19406,40.099437,-75.352741,3.5,22
jvmICtfGWev5D00G5lazQA,Steak ’n Shake,7230 Woodland Dr,Indianapolis,IN,46278,39.8842455,-86.2672412,1.5,67
15BlJKQfD-SLJTebWa14EQ,Roxy,345 N Virginia St,Reno,NV,89501,39.5287917032,-119.8143559121,4,570
Cc16fTxApkStrec2GSnFoQ,Wawa,1730 MacDade Blvd,Folsom,PA,19033,39.8951609078,-75.3155696172,2,9
b5hxsRw76UUXcotxlCipuQ,Los Arroyos Mexican Restaurant & Take Out,1280 Coast Village Rd,Montecito,CA,93108,34.421762,-119.6413283,3.5,353
Xjf6tgajD3-UuE1i_OkEgQ,Lincoln Square Pancake House,"8150 Oaklandon Rd, Ste 109",Indianapolis,IN,46236,39.9034929287,-85.9584391581,4.5,79
HTbEVB4v6XEOIX0nM_v54w,JJ's Restaurant,1215 S Duchesne Dr,St. Charles,MO,63301,38.78522,-90.5158,3.5,53
YBj8AbolGKBzoHUcHEeAUg,eegee's,8320 E Broadway Blvd,Tucson,AZ,85710,32.2206462089,-110.8142057221,3.5,46
5m3ND7lNNd6zo-bNQGoXhQ,Three 12 Sport Bar and Lounge,312 Market St,Philadelphia,PA,19106,39.9499452,-75.146352,2.5,33
0kMb6sceumXggycSLJlpmA,Culver's,12538 State Rd 54,Odessa,FL,33556,28.1909790039,-82.6107711792,3.5,36
1T16cC3aNYzjv-BvptidJA,Pizza Hut,"16210 State Road 54, Ste E200",Odessa,FL,33556,28.1870382378,-82.5469833612,2.5,12
bcxxBysUzzI8MlotsIG5zg,Sonny's Bistro,550 N University Blvd,Indianapolis,IN,46202,39.7752608824,-86.1758230627,3,12
p08wWg9hIsvun4l-cfuWRg,Mid City Pizza,4413 Banks St,New Orleans,LA,70119,29.974527,-90.1067328,4.5,52
eOumGNkn14oEJxQ_ksAVLA,China Chef,1069 2nd Street Pike,Richboro,PA,18954,40.217626,-75.009634,4,34
1hRWfuA-8THwYsDYgj-oIg,Holdren's Grill,6920 Market Pl Dr,Goleta,CA,93117,34.4294378,-119.870112,2.5,49
KjbIz92xVjmRvivnOjIz-g,Broadway Joe's Waffles and Eatery,1649 N Broad St,Lansdale,PA,19446,40.256006777,-75.2684551477,3.5,23
wrT5DbuM24B9ExBdSSz2_g,La Divina Gelateria,621 St Peter St,New Orleans,LA,70116,29.957871,-90.064277,3,184
oFT-uwZJdBngbBXONAjbQQ,Phan's Kitchen,10202 E Washington St,Indianapolis,IN,46229,39.7779080136,-85.9858202182,5,105
ahH0MhpSAy5QEE7yTScJWA,Plan B Bistro & Bar,1118 General  Washington Memorial Blvd,Washington Crossing,PA,18977,40.2891169241,-74.8779478232,3,11
A441iKe3GyPwzpVp1SyjyA,China 1,2014 34th St N,Saint Petersburg,FL,33713,27.790759,-82.6805128,3,19
fjcELfOkRWjMyjcn9vc2ng,Francello Pizzeria & Ristorante,3909 Marlton Pike,Pennsauken,NJ,08110,39.9381353,-75.0771073,3.5,12
_sJJWbW9hACKCR5fIhbqcg,Frog Pond,16909 Gulf Blvd,North Redington Beach,FL,33708,27.8182074,-82.8228719,4,418
BQOfGskHqMcttqf5yUlfeA,Saigon Corner,518 Oakfield Dr,Brandon,FL,33511,27.934039,-82.291602,4,18
Mzmt8AvZOExG_4h3MMlihg,The Refinery,5910 N Florida Ave,Tampa,FL,33604,28.0009363,-82.459842,4,710
LXQam7YBzDN0wfrxbcWqIQ,Don Pablo's,3824 E 82nd St,Indianapolis,IN,46240,39.909213,-86.101079,2.5,20
yt9m3VmJC7MYCFfXPVqsXw,The Pizza Wagon Catering Company,,Montgomery,PA,19454,40.2166904,-75.2537397,4.5,33
-biTJUlMpAKAzROzhbuOEw,Ragazzi Northern Italian Restaurant,7850 N Oracle Rd,Tucson,AZ,85704,32.3494482031,-110.974441655,3.5,88
Wm4oVYVs4ZjMRoWFctWHoQ,Lighthouse Doughnuts,215 Gulf Blvd,Indian Rocks Beach,FL,33785,27.8802756,-82.8501584,3.5,114
4wvKerRd-Y88IX6E5lCArQ,George's Restaurant,703 Philadelphia Pike,Wilmington,DE,19809,39.7703767,-75.5017154,3.5,19
CDXx7U4zezi0al3o8wi94g,Pitman Bakery,130 S Broadway,Pitman,NJ,08071,39.7311718,-75.1296315,4.5,10
-QRcr42MLqbSbAzXstD_WQ,Waffle House,315 Wolverine Trl,Smyrna,TN,37167,35.982952,-86.556163,2.5,7
tuKYmeiSkAURPQnRDCLBxg,Rivera Taco Express,243 Christiana Rd,New Castle,DE,19720,39.6630528,-75.6327879,4.5,42
RPf6pe_g6mkYDD6yP95rHA,KFC,162 Los Altos Pkwy,Sparks,NV,89436,39.5844901809,-119.7420465164,2,39
BVF9gWOAItS-781FlzGA_w,Tango Grill Nashville,"4930 Linbar Dr, Ste 102",Nashville,TN,37211,36.0829465,-86.7023219,5,10
_swrAjNgk60HIGLVzHiqmA,Khao Kaeng by Empty Bowl Gourmet Noodle Bar,"1187 Coast Village Rd, Ste 9",Montecito,CA,93108,34.4207816,-119.6449207,4.5,51
ICYYwP4UkgfKdm-2WUeuFA,Mil-Lee's Luv-Inn,75 S Main St,Yardley,PA,19067,40.2406389,-74.8366858,4,83
vM4NTqp7akWhNVxZglPTxQ,The Chile Burrito,162 4th Ave N,Nashville,TN,37219,36.1634018,-86.7783584,3.5,42
9gTn79AUX_U7bQLcSLOyAw,Genghis Grill,"1050 Glenbrook Way, Ste 320",Hendersonville,TN,37075,36.331998,-86.625813,3,51
owMvBvgacX61VhLeMDF7ZQ,Ravello Woodfire Pizza,117 Sharptown Auburn Rd,Woodstown,NJ,08098,39.6745348,-75.3669673,5,9
7fuyFmESXQYir9AtweuD8w,Wah Kitchen,"2401 Veterans Memorial Blvd, Ste 4",Kenner,LA,70062,30.005606,-90.235224,4.5,96
4L7dHzx3QWJB4v2bDN17SQ,Aloha To Go- Hale,5903 Seminole Blvd,Seminole,FL,33772,27.8260635,-82.7867234,4.5,61
0ffBJcGMp9tNw7lt4j0OhQ,Asian Chao,"6020 E 82nd St, Ste 1010",Castleton,IN,46250,39.9092285,-86.0653862,2.5,10
yXP3IojU26Ms94i0RXIjKA,Latin it up,344 N 4th Ave,Tucson,AZ,85705,32.2261973,-110.9655644,4,35
vVm2qH6n4tWzN_qv6PBIVw,The Humming Bird Jerk house,"17631 Bruce B Downs Blvd, Unit F",Tampa,FL,33647,28.130283,-82.364992,3.5,32
CXC1QLCiF7eTyP8_4JVuKg,Taco Bell,7855 Oxford Ave,Philadelphia,PA,19111,40.0732939,-75.0842045847,2,27
SNYpn2BdTbz8QrrfH8rvdw,Wawa,801 Conshohocken State Rd,Bala Cynwyd,PA,19004,40.0185596288,-75.2403088108,2,12
uIK9cFiBkixiBLu4yXRQcg,Los Betos,6615 Fairview Ave,Boise,ID,83704,43.6188857,-116.2639805,3,61
r13BI8s7vx6KP6_i6L6ZRw,China 88,"1969 Sunset Point Rd, Ste 4",Clearwater,FL,33765,27.9895840566,-82.7565309026,4,16
UoZg0xZepdMXbK_2dtT2nw,Gracious Bakery + Cafe,2854 Saint Charles Ave,New Orleans,LA,70115,29.9300081,-90.08707,4.5,149
v89VYv_SzQKzl9wFOJM9wA,40th Street Restaurant,3206 N 40th St,Tampa,FL,33605,27.9710884,-82.4144392,4,13
f4DCA9U-TigfarQSagXkLA,Greek City Cafe,3125 Commercial Way,Spring Hill,FL,34606,28.4764510988,-82.6139315278,4,139
Hgjlz4Ekr5rqbLlxNczL4Q,Fiore's Bagel Nook & Cafe,5 Delaware St,Woodbury,NJ,08096,39.838251,-75.1535988,4,26
8ynnZAfsIHltv72hiM-rlA,DoubleTree Suites by Hilton Hotel Philadelphia West,640 Fountain Rd,Plymouth Meeting,PA,19462,40.1202594085,-75.2822801284,2.5,122
nBI1kRMq7IIm6yvyjMXQrg,Asian House,"2144 US Hwy 130, Ste 10",Bordentown,NJ,08505,40.110402,-74.7730457,3.5,53
uN9d_m0ZG6KM4zYVUS-ZDg,Lemmon's Cafe,8165 Sr 52,Hudson,FL,34667,28.3318586,-82.679826,4,8
o30cpvfgxHr6NQ5pvSb0Qw,McDonald's,10795 N Oracle Rd,Oro Valley,AZ,85737,32.4014077442,-110.954822459,2.5,39
ObGjKm_zRPzCbpq1x2jEjA,Allegro Pizza City Line,4160 Monument Rd,Philadelphia,PA,19131,40.0027576,-75.2135897,4,10
ut6fi2W2YaipNOqvi7e0jw,Upland Carmel Tap House,820 E 116th St,Carmel,IN,46032,39.9569253992,-86.142973568,4,244
GcQv2nqPv7nbKgcAwmsSLw,Wok 4 U,1530 S 7th St,Saint Louis,MO,63104,38.6121836,-90.1979231,2.5,10
e8rmWzn0xD34dslXQ3pj5w,Magnificent Garden,980 N Milwaukee St,Boise,ID,83704,43.6137438779,-116.2836544588,3.5,116
FxeakFEI6gObK0CxcOft-A,Manhattan Jack,4930 Prytania St,New Orleans,LA,70115,29.9244499207,-90.1086349487,3.5,155
7u40cyMxw4iGosMdkesoEQ,KFC,3663 General Degaulle Dr,New Orleans,LA,70114,29.9236748062,-90.0200117438,2,10
t2DLHKEXmj-egbkXrYR3DQ,Psghetti’s,932 Meramec Station Rd,Valley Park,MO,63088,38.5365861086,-90.4970939876,4,22
lLhm-u5kDFVHViFAFHDFqQ,Applebee's Grill + Bar,4411 W Gandy Blvd,Tampa,FL,33611,27.89368,-82.521106,2,81
RTwDv2oLE3gzAZlf63OPXA,Rat's Restaurant,16 Fairgrounds Rd,Hamilton,NJ,08619,40.237898,-74.71663,3.5,603
eF4YPHVUOlsGBRfIH-fOmQ,The Basement East,917 Woodland St,Nashville,TN,37206,36.1756716,-86.7555828,4,61
mXCc-htrMH55gdaWF7wH2A,Lucky Star Asian Cuisine,8919 Ridge Ave Store,Philadelphia,PA,19128,40.069648,-75.239764,4,127
1nZRJPd-ruBIL4T2sXhOEQ,Puffy Muffin,330 Mayfield Dr,Franklin,TN,37067,35.9543948,-86.8020639,3,61
FpYZBwVw_zdA5rfSRw4utw,Juice Bar Mt Juliet,2726 N Mt Juliet Rd,Mount Juliet,TN,37122,36.2078308,-86.5170309,4,26
4VGEq2AHUw3uP2L51S8raw,Cafe Scalessas,504 Greenhill Ave,Wilmington,DE,19805,39.7528645,-75.5790324,3.5,7
dgm6jrUZj-vAWa1OU5rbNQ,Yiro Yiro,6024 Ridge Ave,Philadelphia,PA,19128,40.0323421405,-75.2142540024,4.5,163
HYNJFIp1x-8GjkxGcVetZg,Hilltown Tavern,326 Roxborough Ave,Philadelphia,PA,19128,40.0280368007,-75.2158295149,4,133
Jf4gYr350rJKNWFqegqH3g,Lansdale Pizza,825 W Main St,Lansdale,PA,19446,40.247817,-75.293515,3,6
RKORVHAwrmwAAu1YoCQmQQ,Minami Japanese Steakhouse,1315 Plaza Dr,Smyrna,TN,37167,35.995031,-86.5273942,4,28
Ah66Bdq78isQ56DpFoFrJw,Taco Bell,3842 S. Emerson Ave,Indianapolis,IN,46203,39.709099,-86.082211,2,16
h6kRhmy42Wxqp5i62S-log,CeeDee Jamaican Kitchen,5305 E Speedway Blvd,Tucson,AZ,85712,32.2368205,-110.8792976,3.5,127
QzFEjzRuC3C6XNSsfVM33g,Lechonera Principe,235 W Cecil B Moore Ave,Philadelphia,PA,19122,39.9766109,-75.1401495,4.5,11
T2Nf8CF-0ei1I_lURYG_cw,Continental grill,3815 W Washington St,Indianapolis,IN,46241,39.7597227,-86.2259734,4,5
Lmstm1D0Ch8QP1b2TB-tVw,Perenn Bakery,"7700 Rancharrah Pkwy, Ste 110",Reno,NV,89511,39.4683778324,-119.7925580335,4.5,121
PWw3ZW59X1aZiTxkzK-f4w,The Red Onion,923 W Main St,Belleville,IL,62220,38.515113,-89.996248,2,8
6RBZfirnzE4NahJTn1UPNA,La Super-Rica Taqueria,622 N Milpas St,Santa Barbara,CA,93103,34.4279428,-119.6872838,4,1759
CWtiEPVlirbiteeK9U60lA,Happy Wok,6507 Elmwood Ave,Philadelphia,PA,19142,39.9221697,-75.2307433,4.5,8
v0108O4P6Io3NMStAc-Uhg,Blimpie,1122 S Vista Ave,Boise,ID,83705,43.5940851,-116.2128761,3.5,6
5BKoBlat3aRv0IaaPuScBw,The Drunken Chicken,429 N 4th Ave,Tucson,AZ,85705,32.2271000764,-110.9657325529,4,206
Skjt4qu-ix90v4r4blJ07A,McDonald's,274 W Main St,Harleysville,PA,19438,40.2667762942,-75.3763604164,2,17
jnge13lFtiLGXQEo5NwSYw,Sucre Table,4048 W Kennedy Blvd,Tampa,FL,33609,27.9444151,-82.5116072,4.5,67
TJotjFlbpLlEJoxnc0GD4g,Peppercorn,503 W Lancaster Ave,Wayne,PA,19087,40.045628,-75.401963,2.5,29
1cdvmkWjYCabtLd_5MMeYw,Blueprint Brewing,1571 Gehman Rd,Harleysville,PA,19438,40.2565223549,-75.3440810367,4,29
JW1qEFmFSVzxI3xWimL1kg,Rally's,1520 N. Shadeland Ave,Indianapolis,IN,46219,39.7881304,-86.0459795,2,8
NIqFlHurHm0cj6QXczYbEQ,Rudys,1001 Casitas Pass Rd,Carpinteria,CA,93013,34.396107,-119.514411,3,125
GKcaAbGsobMVhjSFktgVsA,Beaujolais Bistro,753 Riverside Dr,Reno,NV,89503,39.5218327403,-119.822186,4,257
W52Doamn1iD__5dWdohujA,Popeyes Louisiana Kitchen,2877 Target Dr,Saint Louis,MO,63136,38.773356,-90.268503,1.5,15
D_wIRGE2PHAQGQCggrtfPw,Barb's Wooden Spoon,9033 Ulmerton Rd,Largo,FL,33771,27.8951191,-82.7644367,4,23
PlaECqs3oPBRo47p85zkzw,Party Fowl - The Gulch,719 8th Ave S,Nashville,TN,37203,36.1499429432,-86.7794782301,4,1600
